AK;AltenKirchen;Rheinland-Pfalz;/wiki/Landkreis_Altenkirchen_(Westerwald);(50.75, 7.74);['Landkreis Altenkirchen (Westerwald)'];[('Landkreis Altenkirchen (Westerwald)', '/wiki/Landkreis_Altenkirchen_(Westerwald)'), ('Altenkirchen (Westerwald)', '/wiki/Altenkirchen_(Westerwald)'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
ALF;ALFeld;Niedersachsen;/wiki/Landkreis_Hildesheim;(52.09, 9.94);['Landkreis Hildesheim'];[('Landkreis Hildesheim', '/wiki/Landkreis_Hildesheim'), ('Alfeld (Leine)', '/wiki/Alfeld_(Leine)'), ('Niedersachsen', '/wiki/Niedersachsen')]
ALZ;ALZenau;Bayern;/wiki/Landkreis_Aschaffenburg;(50.01, 9.24);['Landkreis Aschaffenburg'];[('Landkreis Aschaffenburg', '/wiki/Landkreis_Aschaffenburg'), ('Alzenau', '/wiki/Alzenau'), ('Bayern', '/wiki/Bayern')]
AM;AMberg;Bayern;/wiki/Amberg;(49.44522, 11.858);['Stadt Amberg'];[('Amberg', '/wiki/Amberg'), ('Bayern', '/wiki/Bayern')]
AN;ANsbach;Bayern;/wiki/Ansbach;(49.300833333333, 10.571666666667);['Stadt Ansbach', 'Landkreis Ansbach'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#AN'), ('Ansbach', '/wiki/Ansbach'), ('Bayern', '/wiki/Bayern'), ('Landkreis Ansbach', '/wiki/Landkreis_Ansbach')]
ANA;ANnAberg;Sachsen;/wiki/Erzgebirgskreis;(50.61, 12.95);['Erzgebirgskreis'];[('Erzgebirgskreis', '/wiki/Erzgebirgskreis'), ('Annaberg-Buchholz', '/wiki/Annaberg-Buchholz'), ('Sachsen', '/wiki/Sachsen')]
ANG;ANGermünde;Brandenburg;/wiki/Landkreis_Uckermark;(53.21, 13.86);['Landkreis Uckermark'];[('Landkreis Uckermark', '/wiki/Landkreis_Uckermark'), ('Angermünde', '/wiki/Angerm%C3%BCnde'), ('Brandenburg', '/wiki/Brandenburg')]
ANK;ANKlam;Mecklenburg-Vorpommern;/wiki/Landkreis_Vorpommern-Greifswald;(53.76, 13.89);['Landkreis Vorpommern-Greifswald ohne die Stadt Greifswald'];[('Landkreis Vorpommern-Greifswald', '/wiki/Landkreis_Vorpommern-Greifswald'), ('Greifswald', '/wiki/Greifswald'), ('Anklam', '/wiki/Anklam'), ('Mecklenburg-Vorpommern', '/wiki/Mecklenburg-Vorpommern')]
AÖ;AltÖtting;Bayern;/wiki/Landkreis_Alt%C3%B6tting;(48.21, 12.71);['Landkreis Altötting'];[('Landkreis Altötting', '/wiki/Landkreis_Alt%C3%B6tting'), ('Altötting', '/wiki/Alt%C3%B6tting'), ('Bayern', '/wiki/Bayern')]
AP;APolda;Thüringen;/wiki/Landkreis_Weimarer_Land;(51.0, 11.41);['Landkreis Weimarer Land'];[('Landkreis Weimarer Land', '/wiki/Landkreis_Weimarer_Land'), ('Apolda', '/wiki/Apolda'), ('Thüringen', '/wiki/Th%C3%BCringen')]
APD;APolDa;Thüringen;/wiki/Landkreis_Weimarer_Land;(51.0, 11.41);['Landkreis Weimarer Land'];[('Landkreis Weimarer Land', '/wiki/Landkreis_Weimarer_Land'), ('Thüringen', '/wiki/Th%C3%BCringen')]
ARN;ARNstadt;Thüringen;/wiki/Ilm-Kreis;(50.74, 10.97);['Ilm-Kreis'];[('Ilm-Kreis', '/wiki/Ilm-Kreis'), ('Arnstadt', '/wiki/Arnstadt'), ('Thüringen', '/wiki/Th%C3%BCringen')]
ART;ARTern;Thüringen;/wiki/Kyffh%C3%A4userkreis;(51.32, 10.98);['Kyffhäuserkreis'];[('Kyffhäuserkreis', '/wiki/Kyffh%C3%A4userkreis'), ('Artern', '/wiki/Artern'), ('Thüringen', '/wiki/Th%C3%BCringen')]
AS;Amberg, Sulzbach;Bayern;/wiki/Landkreis_Amberg-Sulzbach;(49.49, 11.8);['Landkreis Amberg-Sulzbach'];[('Landkreis Amberg-Sulzbach', '/wiki/Landkreis_Amberg-Sulzbach'), ('Amberg', '/wiki/Amberg'), ('Sulzbach-Rosenberg', '/wiki/Sulzbach-Rosenberg'), ('Bayern', '/wiki/Bayern')]
ASL;ASchersLeben;Sachsen-Anhalt;/wiki/Salzlandkreis;(51.85, 11.64);['Salzlandkreis'];[('Salzlandkreis', '/wiki/Salzlandkreis'), ('Aschersleben', '/wiki/Aschersleben'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
ASZ;Aue, SchwarZenberg;Sachsen;/wiki/Erzgebirgskreis;(50.61, 12.95);['Erzgebirgskreis'];[('Erzgebirgskreis', '/wiki/Erzgebirgskreis'), ('Aue (Sachsen)', '/wiki/Aue_(Sachsen)'), ('Schwarzenberg/Erzgeb.', '/wiki/Schwarzenberg/Erzgeb.'), ('Sachsen', '/wiki/Sachsen')]
AT;AltenTreptow;Mecklenburg-Vorpommern;/wiki/Landkreis_Mecklenburgische_Seenplatte;(53.55, 12.98);['Landkreis Mecklenburgische Seenplatte ohne die Stadt Neubrandenburg'];[('Landkreis Mecklenburgische Seenplatte', '/wiki/Landkreis_Mecklenburgische_Seenplatte'), ('Neubrandenburg', '/wiki/Neubrandenburg'), ('Altentreptow', '/wiki/Altentreptow'), ('Mecklenburg-Vorpommern', '/wiki/Mecklenburg-Vorpommern')]
AU;AUe;Sachsen;/wiki/Erzgebirgskreis;(50.61, 12.95);['Erzgebirgskreis'];[('Erzgebirgskreis', '/wiki/Erzgebirgskreis'), ('Aue (Sachsen)', '/wiki/Aue_(Sachsen)'), ('Sachsen', '/wiki/Sachsen')]
AUR;AURich;Niedersachsen;/wiki/Landkreis_Aurich;(53.5, 7.37);['Landkreis Aurich'];[('Landkreis Aurich', '/wiki/Landkreis_Aurich'), ('Aurich', '/wiki/Aurich'), ('Niedersachsen', '/wiki/Niedersachsen')]
AW;AhrWeiler;Rheinland-Pfalz;/wiki/Landkreis_Ahrweiler;(50.546357, 7.10366);['Landkreis Ahrweiler'];[('Landkreis Ahrweiler', '/wiki/Landkreis_Ahrweiler'), ('Ahrweiler', '/wiki/Ahrweiler'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
AZ;AlZey;Rheinland-Pfalz;/wiki/Landkreis_Alzey-Worms;(49.76, 8.16);['Landkreis Alzey-Worms'];[('Landkreis Alzey-Worms', '/wiki/Landkreis_Alzey-Worms'), ('Alzey', '/wiki/Alzey'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
AZE;Landkreis Anhalt-ZErbst (bis 2007);Sachsen-Anhalt;/wiki/Landkreis_Anhalt-Bitterfeld;(51.77, 12.07);['Landkreis Anhalt-Bitterfeld'];[('Landkreis Anhalt-Bitterfeld', '/wiki/Landkreis_Anhalt-Bitterfeld'), ('Landkreis Anhalt-Zerbst', '/wiki/Landkreis_Anhalt-Zerbst'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
B;Berlin;Berlin;/wiki/Berlin;(52.518611111111, 13.408333333333);['Stadt Berlin', 'Berlin, Senat und Abgeordnetenhaus', 'Diplomaten'];[('Berlin', '/wiki/Berlin'), ('Berlin', '/wiki/Berlin'), ('Senat von Berlin', '/wiki/Senat_von_Berlin'), ('Abgeordnetenhaus von Berlin', '/wiki/Abgeordnetenhaus_von_Berlin'), ('Diplomatenkennzeichen (Deutschland)', '/wiki/Diplomatenkennzeichen_(Deutschland)')]
BA;BAmberg;Bayern;/wiki/Bamberg;(49.891666666667, 10.891666666667);['Stadt Bamberg', 'Landkreis Bamberg'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#BA'), ('Bamberg', '/wiki/Bamberg'), ('Bayern', '/wiki/Bayern'), ('Landkreis Bamberg', '/wiki/Landkreis_Bamberg')]
BAD;BADen-Baden;Baden-Württemberg;/wiki/Baden-Baden;(48.761944444444, 8.2408333333333);['Stadt Baden-Baden'];[('Baden-Baden', '/wiki/Baden-Baden'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg')]
BAR;BARnim;Brandenburg;/wiki/Landkreis_Barnim;(52.82, 13.7);['Landkreis Barnim'];[('Landkreis Barnim', '/wiki/Landkreis_Barnim'), ('Barnim', '/wiki/Barnim'), ('Brandenburg', '/wiki/Brandenburg')]
BB;BöBlingen;Baden-Württemberg;/wiki/Landkreis_B%C3%B6blingen;(48.682222222222, 9.0097222222222);['Landkreis Böblingen'];[('Landkreis Böblingen', '/wiki/Landkreis_B%C3%B6blingen'), ('Böblingen', '/wiki/B%C3%B6blingen'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg')]
BBG;BernBurG;Sachsen-Anhalt;/wiki/Salzlandkreis;(51.85, 11.64);['Salzlandkreis'];[('Salzlandkreis', '/wiki/Salzlandkreis'), ('Bernburg (Saale)', '/wiki/Bernburg_(Saale)'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
BBL;BrandenBurgische Landesregierung;Brandenburg;/wiki/Brandenburg;(52.459028, 13.015833);['Brandenburg, Landesregierung, Landtag und Polizei'];[('Brandenburg', '/wiki/Brandenburg'), ('Brandenburgische Landesregierung', '/wiki/Brandenburgische_Landesregierung'), ('Landtag Brandenburg', '/wiki/Landtag_Brandenburg'), ('Polizei Brandenburg', '/wiki/Polizei_Brandenburg'), ('', '#cite_note-FZVO-2'), ('Brandenburg', '/wiki/Brandenburg')]
BC;BiberaCh;Baden-Württemberg;/wiki/Landkreis_Biberach;(48.096111111111, 9.7927777777778);['Landkreis Biberach'];[('Landkreis Biberach', '/wiki/Landkreis_Biberach'), ('Biberach an der Riß', '/wiki/Biberach_an_der_Ri%C3%9F'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg')]
BCH;BuCHen;Baden-Württemberg;/wiki/Neckar-Odenwald-Kreis;(49.349166666667, 9.1419444444444);['Neckar-Odenwald-Kreis'];[('Neckar-Odenwald-Kreis', '/wiki/Neckar-Odenwald-Kreis'), ('Buchen (Odenwald)', '/wiki/Buchen_(Odenwald)'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg')]
BD;BundesDienst;bundesweit;/wiki/Deutscher_Bundestag;(0, 0);['Deutscher Bundestag, Bundesrat, Bundespräsidialamt, Bundesregierung, Bundesministerien, Bundesfinanzverwaltung (z. B. Zoll) und Bundesverfassungsgericht'];[('Deutscher Bundestag', '/wiki/Deutscher_Bundestag'), ('Bundesrat (Deutschland)', '/wiki/Bundesrat_(Deutschland)'), ('Bundespräsidialamt', '/wiki/Bundespr%C3%A4sidialamt'), ('Bundesregierung (Deutschland)', '/wiki/Bundesregierung_(Deutschland)'), ('Bundesfinanzverwaltung', '/wiki/Bundesfinanzverwaltung'), ('Bundesverfassungsgericht', '/wiki/Bundesverfassungsgericht'), ('', '#cite_note-FZVO-2'), ('Bundesebene (Deutschland)', '/wiki/Bundesebene_(Deutschland)'), ('', '#cite_note-3')]
BE;BEckum;Nordrhein-Westfalen;/wiki/Kreis_Warendorf;(51.9414, 7.9862);['Kreis Warendorf'];[('Kreis Warendorf', '/wiki/Kreis_Warendorf'), ('Beckum', '/wiki/Beckum'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
BED;Brand-ErbisDorf;Sachsen;/wiki/Landkreis_Mittelsachsen;(50.913097, 13.354863);['Landkreis Mittelsachsen'];[('Landkreis Mittelsachsen', '/wiki/Landkreis_Mittelsachsen'), ('Brand-Erbisdorf', '/wiki/Brand-Erbisdorf'), ('Sachsen', '/wiki/Sachsen')]
BER;BERnau;Brandenburg;/wiki/Landkreis_Barnim;(52.82, 13.7);['Landkreis Barnim'];[('Landkreis Barnim', '/wiki/Landkreis_Barnim'), ('Bernau bei Berlin', '/wiki/Bernau_bei_Berlin'), ('Brandenburg', '/wiki/Brandenburg')]
BF;BurgsteinFurt;Nordrhein-Westfalen;/wiki/Kreis_Steinfurt;(52.21, 7.58);['Kreis Steinfurt'];[('Kreis Steinfurt', '/wiki/Kreis_Steinfurt'), ('Steinfurt', '/wiki/Steinfurt#Burgsteinfurt'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
BGD;BerchtesGaDen;Bayern;/wiki/Landkreis_Berchtesgadener_Land;(47.7, 12.9);['Landkreis Berchtesgadener Land'];[('Landkreis Berchtesgadener Land', '/wiki/Landkreis_Berchtesgadener_Land'), ('Berchtesgaden', '/wiki/Berchtesgaden'), ('Bayern', '/wiki/Bayern')]
BGL;BerchtesGadener Land;Bayern;/wiki/Landkreis_Berchtesgadener_Land;(47.7, 12.9);['Landkreis Berchtesgadener Land'];[('Landkreis Berchtesgadener Land', '/wiki/Landkreis_Berchtesgadener_Land'), ('Berchtesgadener Land', '/wiki/Berchtesgadener_Land'), ('Bayern', '/wiki/Bayern')]
BH;BüHl;Baden-Württemberg;/wiki/Ortenaukreis;(48.464722222222, 7.9411111111111);['Ortenaukreis', 'Landkreis Rastatt'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#BH'), ('Ortenaukreis', '/wiki/Ortenaukreis'), ('Bühl', '/wiki/B%C3%BChl'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg'), ('Landkreis Rastatt', '/wiki/Landkreis_Rastatt')]
BI;BIelefeld;Nordrhein-Westfalen;/wiki/Bielefeld;(52.02182, 8.53509);['Stadt Bielefeld'];[('Bielefeld', '/wiki/Bielefeld'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
BID;BIeDenkopf;Hessen;/wiki/Landkreis_Marburg-Biedenkopf;(50.786173, 8.771918);['Landkreis Marburg-Biedenkopf'];[('Landkreis Marburg-Biedenkopf', '/wiki/Landkreis_Marburg-Biedenkopf'), ('Biedenkopf', '/wiki/Biedenkopf'), ('Hessen', '/wiki/Hessen')]
BIN;BINgen;Rheinland-Pfalz;/wiki/Landkreis_Mainz-Bingen;(49.92, 8.08);['Landkreis Mainz-Bingen'];[('Landkreis Mainz-Bingen', '/wiki/Landkreis_Mainz-Bingen'), ('Bingen am Rhein', '/wiki/Bingen_am_Rhein'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
BIR;BIRkenfeld;Rheinland-Pfalz;/wiki/Landkreis_Birkenfeld;(49.71, 7.28);['Landkreis Birkenfeld'];[('Landkreis Birkenfeld', '/wiki/Landkreis_Birkenfeld'), ('Birkenfeld', '/wiki/Birkenfeld'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
BIT;BITburg;Rheinland-Pfalz;/wiki/Eifelkreis_Bitburg-Pr%C3%BCm;(50.06, 6.41);['Eifelkreis Bitburg-Prüm'];[('Eifelkreis Bitburg-Prüm', '/wiki/Eifelkreis_Bitburg-Pr%C3%BCm'), ('Bitburg', '/wiki/Bitburg'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
BIW;BIschofsWerda;Sachsen;/wiki/Landkreis_Bautzen;(51.18, 14.43);['Landkreis Bautzen'];[('Landkreis Bautzen', '/wiki/Landkreis_Bautzen'), ('Bischofswerda', '/wiki/Bischofswerda'), ('Sachsen', '/wiki/Sachsen')]
BK;BacKnang;Baden-Württemberg;/wiki/Rems-Murr-Kreis;(48.829722222222, 9.3161111111111);['Rems-Murr-Kreis', 'Landkreis Schwäbisch Hall', 'Landkreis Börde'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#BK1'), ('Rems-Murr-Kreis', '/wiki/Rems-Murr-Kreis'), ('Backnang', '/wiki/Backnang'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg'), ('Landkreis Schwäbisch Hall', '/wiki/Landkreis_Schw%C3%A4bisch_Hall'), ('Landkreis Börde', '/wiki/Landkreis_B%C3%B6rde')]
BKS;BernKaStel;Rheinland-Pfalz;/wiki/Landkreis_Bernkastel-Wittlich;(49.92, 6.97);['Landkreis Bernkastel-Wittlich'];[('Landkreis Bernkastel-Wittlich', '/wiki/Landkreis_Bernkastel-Wittlich'), ('Bernkastel-Kues', '/wiki/Bernkastel-Kues'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
BL;BaLingen;Baden-Württemberg;/wiki/Zollernalbkreis;(48.273611111111, 8.8575);['Zollernalbkreis'];[('Zollernalbkreis', '/wiki/Zollernalbkreis'), ('Balingen', '/wiki/Balingen'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg')]
BLB;BerLeBurg;Nordrhein-Westfalen;/wiki/Kreis_Siegen-Wittgenstein;(50.94, 8.19);['Kreis Siegen-Wittgenstein'];[('Kreis Siegen-Wittgenstein', '/wiki/Kreis_Siegen-Wittgenstein'), ('Bad Berleburg', '/wiki/Bad_Berleburg'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
BLK;BurgenLandKreis;Sachsen-Anhalt;/wiki/Burgenlandkreis;(51.15, 11.88);['Burgenlandkreis'];[('Burgenlandkreis', '/wiki/Burgenlandkreis'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
BM;BergheiM;Nordrhein-Westfalen;/wiki/Rhein-Erft-Kreis;(50.9513, 6.6308);['Rhein-Erft-Kreis'];[('Rhein-Erft-Kreis', '/wiki/Rhein-Erft-Kreis'), ('Bergheim', '/wiki/Bergheim'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
BN;BonN;Nordrhein-Westfalen;/wiki/Bonn;(50.733991666667, 7.0998138888889);['Stadt Bonn', 'Diplomaten'];[('Bonn', '/wiki/Bonn'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen'), ('Diplomatenkennzeichen (Deutschland)', '/wiki/Diplomatenkennzeichen_(Deutschland)')]
BNA;BorNA;Sachsen;/wiki/Landkreis_Leipzig;(51.116666666667, 12.5);['Landkreis Leipzig'];[('Landkreis Leipzig', '/wiki/Landkreis_Leipzig'), ('Borna', '/wiki/Borna'), ('Sachsen', '/wiki/Sachsen')]
BO;BOchum;Nordrhein-Westfalen;/wiki/Bochum;(51.48012, 7.21662);['Stadt Bochum'];[('Bochum', '/wiki/Bochum'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
BÖ;BÖrde;Sachsen-Anhalt;/wiki/Landkreis_B%C3%B6rde;(52.22, 11.35);['Landkreis Börde'];[('Landkreis Börde', '/wiki/Landkreis_B%C3%B6rde'), ('Magdeburger Börde', '/wiki/Magdeburger_B%C3%B6rde'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
BOG;BOGen;Bayern;/wiki/Landkreis_Straubing-Bogen;(48.9, 12.58);['Landkreis Straubing-Bogen'];[('Landkreis Straubing-Bogen', '/wiki/Landkreis_Straubing-Bogen'), ('Bogen (Stadt)', '/wiki/Bogen_(Stadt)'), ('Bayern', '/wiki/Bayern')]
BOH;BOcHolt;Nordrhein-Westfalen;/wiki/Kreis_Borken;(51.8515, 6.8424);['Kreis Borken'];[('Kreis Borken', '/wiki/Kreis_Borken'), ('Bocholt', '/wiki/Bocholt'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
BOR;BORken;Nordrhein-Westfalen;/wiki/Kreis_Borken;(51.8515, 6.8424);['Kreis Borken'];[('Kreis Borken', '/wiki/Kreis_Borken'), ('Borken', '/wiki/Borken'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
BOT;BOTtrop;Nordrhein-Westfalen;/wiki/Bottrop;(51.524722222222, 6.9227777777778);['Stadt Bottrop'];[('Bottrop', '/wiki/Bottrop'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
BP;BundesPolizei;bundesweit;/wiki/Bundespolizei_(Deutschland);(0, 0);['Bundespolizei'];[('Bundespolizei (Deutschland)', '/wiki/Bundespolizei_(Deutschland)')]
BRA;BRAke;Niedersachsen;/wiki/Landkreis_Wesermarsch;(53.35, 8.39);['Landkreis Wesermarsch'];[('Landkreis Wesermarsch', '/wiki/Landkreis_Wesermarsch'), ('Brake (Unterweser)', '/wiki/Brake_(Unterweser)'), ('Niedersachsen', '/wiki/Niedersachsen')]
BRB;BRandenBurg;Brandenburg;/wiki/Brandenburg_an_der_Havel;(52.414166666667, 12.554166666667);['Stadt Brandenburg an der Havel'];[('Brandenburg an der Havel', '/wiki/Brandenburg_an_der_Havel'), ('Brandenburg', '/wiki/Brandenburg')]
BRG;BuRG;Sachsen-Anhalt;/wiki/Landkreis_Jerichower_Land;(52.26, 12.03);['Landkreis Jerichower Land'];[('Landkreis Jerichower Land', '/wiki/Landkreis_Jerichower_Land'), ('Burg (bei Magdeburg)', '/wiki/Burg_(bei_Magdeburg)'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
BRK;BRücKenau;Bayern;/wiki/Landkreis_Bad_Kissingen;(50.22, 9.96);['Landkreis Bad Kissingen'];[('Landkreis Bad Kissingen', '/wiki/Landkreis_Bad_Kissingen'), ('Bad Brückenau', '/wiki/Bad_Br%C3%BCckenau'), ('Bayern', '/wiki/Bayern')]
BRL;BRaunLage;Niedersachsen;/wiki/Landkreis_Goslar;(51.87, 10.4);['Landkreis Goslar'];[('Landkreis Goslar', '/wiki/Landkreis_Goslar'), ('Braunlage', '/wiki/Braunlage'), ('Niedersachsen', '/wiki/Niedersachsen')]
BRV;BRemerVörde;Niedersachsen;/wiki/Landkreis_Rotenburg_(W%C3%BCmme);(53.25, 9.31);['Landkreis Rotenburg (Wümme)'];[('Landkreis Rotenburg (Wümme)', '/wiki/Landkreis_Rotenburg_(W%C3%BCmme)'), ('Bremervörde', '/wiki/Bremerv%C3%B6rde'), ('Niedersachsen', '/wiki/Niedersachsen')]
BS;BraunSchweig;Niedersachsen;/wiki/Braunschweig;(52.269166666667, 10.521111111111);['Stadt Braunschweig'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#BS'), ('Braunschweig', '/wiki/Braunschweig'), ('Niedersachsen', '/wiki/Niedersachsen')]
BSB;BerSenBrück;Niedersachsen;/wiki/Landkreis_Osnabr%C3%BCck;(52.38, 8.05);['Landkreis Osnabrück'];[('Landkreis Osnabrück', '/wiki/Landkreis_Osnabr%C3%BCck'), ('Bersenbrück', '/wiki/Bersenbr%C3%BCck'), ('Niedersachsen', '/wiki/Niedersachsen')]
BSK;BeeSKow;Brandenburg;/wiki/Landkreis_Oder-Spree;(52.24, 14.22);['Landkreis Oder-Spree'];[('Landkreis Oder-Spree', '/wiki/Landkreis_Oder-Spree'), ('Beeskow', '/wiki/Beeskow'), ('Brandenburg', '/wiki/Brandenburg')]
BT;BayreuTh;Bayern;/wiki/Bayreuth;(49.9475, 11.5775);['Stadt Bayreuth', 'Landkreis Bayreuth'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#BT'), ('Bayreuth', '/wiki/Bayreuth'), ('Bayern', '/wiki/Bayern'), ('Landkreis Bayreuth', '/wiki/Landkreis_Bayreuth')]
BTF;BitTerFeld;Sachsen-Anhalt;/wiki/Landkreis_Anhalt-Bitterfeld;(51.77, 12.07);['Landkreis Anhalt-Bitterfeld'];[('Landkreis Anhalt-Bitterfeld', '/wiki/Landkreis_Anhalt-Bitterfeld'), ('Bitterfeld', '/wiki/Bitterfeld'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
